Domaine	Endpoint/source	Chemin JSON exact	Type	Exemple réel	Disponible avant match ?	Disponible en direct ?	Disponible après match ?	Historique accessible ?	Fiabilité/complétude	Déjà stocké dans le projet ?	Déjà utilisé par le moteur ?
Compétition	/leagues?id=39&season=2025	response[].seasons[].end	str	2026-05-24	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].start	str	2025-08-15	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].year	int	2025	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	results	int	1	oui	non	oui	oui	bonne	non	non
Référentiel bookmakers	/odds/bookmakers	errors	array	[]	oui	non	oui	oui	bonne	non	non
Référentiel bookmakers	/odds/bookmakers	get	str	odds/bookmakers	oui	non	oui	oui	bonne	non	non
Référentiel bookmakers	/odds/bookmakers	paging.current	int	1	oui	non	oui	oui	bonne	non	non
Référentiel bookmakers	/odds/bookmakers	paging.total	int	1	oui	non	oui	oui	bonne	non	non
Référentiel bookmakers	/odds/bookmakers	parameters	array	[]	oui	non	oui	oui	bonne	non	non
Référentiel bookmakers	/odds/bookmakers	response[].id	int	1	oui	non	oui	oui	bonne	non	non
Référentiel bookmakers	/odds/bookmakers	response[].name	str	10Bet	oui	non	oui	oui	bonne	non	non
Référentiel bookmakers	/odds/bookmakers	results	int	33	oui	non	oui	oui	bonne	non	non
Référentiel marchés de cotes	/odds/bets	errors	array	[]	oui	non	oui	oui	bonne	non	non
Référentiel marchés de cotes	/odds/bets	get	str	odds/bets	oui	non	oui	oui	bonne	non	non
Référentiel marchés de cotes	/odds/bets	paging.current	int	1	oui	non	oui	oui	bonne	non	non
Référentiel marchés de cotes	/odds/bets	paging.total	int	1	oui	non	oui	oui	bonne	non	non
Référentiel marchés de cotes	/odds/bets	parameters	array	[]	oui	non	oui	oui	bonne	non	non
Référentiel marchés de cotes	/odds/bets	response[].id	int	1	oui	non	oui	oui	bonne	non	non
Référentiel marchés de cotes	/odds/bets	response[].name	str	Match Winner	oui	non	oui	oui	bonne	non	non
Référentiel marchés de cotes	/odds/bets	results	int	338	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	errors	array	[]	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	get	str	players	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	paging.current	int	2	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	paging.total	int	2	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	parameters.league	str	39	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	parameters.page	str	2	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	parameters.season	str	2025	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	parameters.team	str	50	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.age	int	35	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.birth.country	str	Germany	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.birth.date	str	1990-10-24	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.birth.place	str	Gelsenkirchen	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.firstname	str	İlkay	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.height	str	180	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.id	int	633	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.injured	bool	False	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.lastname	str	Gündoğan	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.name	str	İ. Gündoğan	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.nationality	str	Germany	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.photo	str	https://media.api-sports.io/football/players/633.png	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].player.weight	str	80	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].cards.red	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].cards.yellow	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].cards.yellowred	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].dribbles.attempts	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].dribbles.past	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].dribbles.success	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].duels.total	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].duels.won	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].fouls.committed	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].fouls.drawn	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].games.appearences	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].games.captain	bool	False	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].games.lineups	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].games.minutes	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].games.number	int	19	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].games.position	str	Midfielder	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].games.rating	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].goals.assists	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].goals.conceded	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].goals.saves	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].goals.total	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].league.country	str	England	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].league.flag	str	https://media.api-sports.io/flags/gb-eng.svg	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].league.id	int	39	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].league.logo	str	https://media.api-sports.io/football/leagues/39.png	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].league.name	str	Premier League	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].league.season	int	2025	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].passes.accuracy	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].passes.key	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].passes.total	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].penalty.commited	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].penalty.missed	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].penalty.saved	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].penalty.scored	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].penalty.won	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].shots.on	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].shots.total	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].substitutes.bench	int	2	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].substitutes.in	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].substitutes.out	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].tackles.blocks	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].tackles.interceptions	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].tackles.total	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].team.id	int	50	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].team.logo	str	https://media.api-sports.io/football/teams/50.png	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	response[].statistics[].team.name	str	Manchester City	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=2	results	int	16	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	errors	array	[]	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	get	str	players	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	paging.current	int	2	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	paging.total	int	2	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	parameters.league	str	39	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	parameters.page	str	2	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	parameters.season	str	2025	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	parameters.team	str	66	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.age	int	22	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.birth.country	str	England	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.birth.date	str	2003-10-04	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.birth.place	str	London	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.firstname	str	Samuel	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.height	str	182	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.id	int	162173	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.injured	bool	False	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.lastname	str	Iling-Junior	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.name	str	S. Iling-Junior	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.nationality	str	England	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.photo	str	https://media.api-sports.io/football/players/162173.png	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].player.weight	str	74	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].statistics[].cards.red	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].statistics[].cards.yellow	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].statistics[].cards.yellowred	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].statistics[].dribbles.attempts	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].statistics[].dribbles.past	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].statistics[].dribbles.success	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].statistics[].duels.total	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].statistics[].duels.won	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].statistics[].fouls.committed	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=2	response[].statistics[].fouls.drawn	null		oui	non	oui	oui	bonne	non	non
