Domaine	Endpoint/source	Chemin JSON exact	Type	Exemple réel	Disponible avant match ?	Disponible en direct ?	Disponible après match ?	Historique accessible ?	Fiabilité/complétude	Déjà stocké dans le projet ?	Déjà utilisé par le moteur ?
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.minute.61-75.percentage	str	17.57%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.minute.61-75.total	int	13	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.minute.76-90.percentage	str	17.57%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.minute.76-90.total	int	13	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.minute.91-105.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.minute.91-105.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.total.away	int	32	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.total.home	int	45	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.total.total	int	77	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.under_over.0.5.over	int	34	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.under_over.0.5.under	int	4	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.under_over.1.5.over	int	23	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.under_over.1.5.under	int	15	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.under_over.2.5.over	int	15	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.under_over.2.5.under	int	23	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.under_over.3.5.over	int	3	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.under_over.3.5.under	int	35	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.under_over.4.5.over	int	2	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.goals.for.under_over.4.5.under	int	36	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.league.country	str	England	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.league.flag	str	https://media.api-sports.io/flags/gb-eng.svg	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.league.id	int	39	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.league.logo	str	https://media.api-sports.io/football/leagues/39.png	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.league.name	str	Premier League	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.league.season	int	2025	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.lineups[].formation	str	4-1-4-1	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.lineups[].played	int	13	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.penalty.missed.percentage	str	0%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.penalty.missed.total	int	0	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.penalty.scored.percentage	str	100.00%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.penalty.scored.total	int	3	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.penalty.total	int	3	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.team.id	int	50	oui	non	oui	oui	bonne	oui	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.team.logo	str	https://media.api-sports.io/football/teams/50.png	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	response.team.name	str	Manchester City	oui	non	oui	oui	bonne	oui	non
Statistiques de saison équipe domicile	/teams/statistics?league=39&season=2025&team=50	results	int	11	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	errors	array	[]	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	get	str	teams/statistics	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	paging.current	int	1	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	paging.total	int	1	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	parameters.league	str	39	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	parameters.season	str	2025	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	parameters.team	str	66	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.biggest.goals.against.away	int	4	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.biggest.goals.against.home	int	4	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.biggest.goals.for.away	int	4	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.biggest.goals.for.home	int	4	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.biggest.loses.away	str	4-1	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.biggest.loses.home	str	1-4	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.biggest.streak.draws	int	2	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.biggest.streak.loses	int	3	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.biggest.streak.wins	int	8	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.biggest.wins.away	str	0-2	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.biggest.wins.home	str	4-0	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.0-15.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.0-15.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.106-120.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.106-120.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.16-30.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.16-30.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.31-45.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.31-45.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.46-60.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.46-60.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.61-75.percentage	str	100.00%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.61-75.total	int	1	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.76-90.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.76-90.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.91-105.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.red.91-105.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.0-15.percentage	str	5.17%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.0-15.total	int	3	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.106-120.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.106-120.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.16-30.percentage	str	5.17%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.16-30.total	int	3	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.31-45.percentage	str	13.79%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.31-45.total	int	8	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.46-60.percentage	str	29.31%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.46-60.total	int	17	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.61-75.percentage	str	17.24%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.61-75.total	int	10	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.76-90.percentage	str	12.07%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.76-90.total	int	7	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.91-105.percentage	str	17.24%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.cards.yellow.91-105.total	int	10	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.clean_sheet.away	int	3	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.clean_sheet.home	int	6	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.clean_sheet.total	int	9	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.failed_to_score.away	int	6	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.failed_to_score.home	int	4	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.failed_to_score.total	int	10	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.fixtures.draws.away	int	6	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.fixtures.draws.home	int	2	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.fixtures.draws.total	int	8	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.fixtures.loses.away	int	6	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.fixtures.loses.home	int	5	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.fixtures.loses.total	int	11	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.fixtures.played.away	int	19	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.fixtures.played.home	int	19	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.fixtures.played.total	int	38	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.fixtures.wins.away	int	7	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.fixtures.wins.home	int	12	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.fixtures.wins.total	int	19	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.form	str	DLLDDWWWWLWWWWWWWWLWDLWLDWDLLLWDWLLDWW	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.average.away	str	1.4	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.average.home	str	1.2	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.average.total	str	1.3	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.0-15.percentage	str	19.61%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.0-15.total	int	10	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.106-120.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.106-120.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.16-30.percentage	str	9.80%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.16-30.total	int	5	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.31-45.percentage	str	17.65%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.31-45.total	int	9	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.46-60.percentage	str	19.61%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.46-60.total	int	10	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.61-75.percentage	str	13.73%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.61-75.total	int	7	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.76-90.percentage	str	19.61%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.76-90.total	int	10	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.91-105.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.minute.91-105.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.total.away	int	27	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.total.home	int	22	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.total.total	int	49	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.under_over.0.5.over	int	29	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.under_over.0.5.under	int	9	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.under_over.1.5.over	int	12	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.under_over.1.5.under	int	26	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.under_over.2.5.over	int	6	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.under_over.2.5.under	int	32	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.under_over.3.5.over	int	2	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.under_over.3.5.under	int	36	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.under_over.4.5.over	int	0	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.against.under_over.4.5.under	int	38	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.average.away	str	1.3	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.average.home	str	1.7	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.average.total	str	1.5	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.0-15.percentage	str	5.56%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.0-15.total	int	3	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.106-120.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.106-120.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.16-30.percentage	str	11.11%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.16-30.total	int	6	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.31-45.percentage	str	20.37%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.31-45.total	int	11	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.46-60.percentage	str	20.37%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.46-60.total	int	11	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.61-75.percentage	str	18.52%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.61-75.total	int	10	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.76-90.percentage	str	24.07%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.76-90.total	int	13	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.91-105.percentage	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.minute.91-105.total	null		oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.total.away	int	24	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.total.home	int	32	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.total.total	int	56	oui	non	oui	oui	bonne	oui	oui
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.under_over.0.5.over	int	28	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.under_over.0.5.under	int	10	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.under_over.1.5.over	int	17	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.under_over.1.5.under	int	21	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.under_over.2.5.over	int	7	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.under_over.2.5.under	int	31	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.under_over.3.5.over	int	4	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.under_over.3.5.under	int	34	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.under_over.4.5.over	int	0	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.goals.for.under_over.4.5.under	int	38	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.league.country	str	England	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.league.flag	str	https://media.api-sports.io/flags/gb-eng.svg	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.league.id	int	39	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.league.logo	str	https://media.api-sports.io/football/leagues/39.png	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.league.name	str	Premier League	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.league.season	int	2025	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.lineups[].formation	str	4-2-3-1	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.lineups[].played	int	34	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.penalty.missed.percentage	str	0%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.penalty.missed.total	int	0	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.penalty.scored.percentage	str	0%	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.penalty.scored.total	int	0	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.penalty.total	int	0	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.team.id	int	66	oui	non	oui	oui	bonne	oui	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.team.logo	str	https://media.api-sports.io/football/teams/66.png	oui	non	oui	oui	bonne	non	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	response.team.name	str	Aston Villa	oui	non	oui	oui	bonne	oui	non
Statistiques de saison équipe extérieure	/teams/statistics?league=39&season=2025&team=66	results	int	11	oui	non	oui	oui	bonne	non	non
